,facility_code,facility_name,hospital_type,owner,no_of_beds,no_of_cots,no_of_icu_beds,open_24_hours,open_weekends,operational_status,art,c-imci,fp,hbc,ipd,"core_health_workforce_per_10,000_population",total_population,county,constituency,nearest_town
4748,11402,Gongoni Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,0.0,N,Y,Operational,N,N,N,N,N,10.0,1453787,kilifi,MAGARINI,Malindi
4749,14530,Good Health Clinic Ngong,Medical Clinic,Private Practice - Clinical Officer,0,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Ngong
4750,10293,Good Health Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,0
4751,16847,Good Hope Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,CENTRAL IMENTI,Katheri Market
4752,10294,Good Hope Hospital,Other Hospital,Private Enterprise (Institution),13,0,0.0,N,N,Operational,N,Y,Y,Y,N,16.5,518580,laikipia,LAIKIPIA WEST,Nyahururu
4753,12071,Igoki Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,Y,Y,N,18.6,1545714,meru,NORTH IMENTI,Meru
4754,18340,Igorera Medical Clinic,Medical Clinic,Private Enterprise (Institution),2,0,13.0,N,Y,Operational,N,N,N,N,N,13.6,1266860,kisii,BOMACHOGE,Magena
4755,15899,Iguhu District Hospital,District Hospital,Ministry of Health,21,4,9.0,Y,Y,Operational,Y,N,Y,Y,Y,9.9,1867579,kakamega,IKOLOMANI,Makhokho Mkt
4756,14557,Igure Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,10.6,666763,baringo,ELDAMA RAVINE,Makutano
4757,14558,Igwamiti Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,Y,Y,N,19.3,2162202,nakuru,SUBUKIA,Subukia
4758,19800,Igwamiti Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,11.6,638289,nyandarua,OL KALOU,Silibwet
4759,10339,Ihuririo Dispensary,Dispensary,Ministry of Health,0,0,14.0,N,N,Operational,N,N,Y,N,Y,31.0,759164,nyeri,OTHAYA,Othaya Town
4760,10340,Ihururu Health Centre,Health Centre,Ministry of Health,0,0,14.0,N,N,Operational,N,N,Y,N,Y,31.0,759164,nyeri,TETU,Ihururu
4761,10341,Ihururu Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,TETU,Ihururu
4762,10342,Ihwa Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,TETU,Ihwa
4763,10343,Ihwagi Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,14.0,N,N,Operational,N,N,Y,N,N,31.0,759164,nyeri,MATHIRA,Iriaini
4764,12073,Iiani Catholic Dispensary,Dispensary,Other Faith Based,4,0,0.0,Y,Y,Operational,N,N,N,N,Y,14.9,1136187,kitui,KITUI WEST,Iiani
4765,12072,Iiani Dispensary,Dispensary,Ministry of Health,2,1,4.0,N,N,Operational,N,N,Y,Y,Y,13.2,987653,makueni,MAKUENI,Mavindini
4766,17918,Iiani Dispensary (Kibwezi),Dispensary,Ministry of Health,2,2,4.0,N,N,Operational,N,N,N,N,N,13.2,987653,makueni,KIBWEZI,Kambu
4768,20723,Iimbani Dispensary,Dispensary,Ministry of Health,0,0,5.0,N,N,Operational,N,N,N,N,N,18.2,1421932,machakos,KATHIANI,Kaviani
4769,13406,Ijara District Hospital - Masalani,District Hospital,Ministry of Health,50,11,6.0,Y,Y,Operational,Y,Y,Y,Y,Y,10.0,841353,garissa,IJARA,Masalani town
4770,13370,Ijara Health Centre,Health Centre,Ministry of Health,6,2,6.0,Y,Y,Operational,Y,Y,Y,Y,Y,10.0,841353,garissa,IJARA,Ijara town
4771,12075,Ikaatini Dispensary,Dispensary,Ministry of Health,0,2,5.0,N,N,Operational,N,N,Y,Y,Y,18.2,1421932,machakos,MASINGA,Ikaatini
4773,16958,Ikalyoni Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,N,13.2,987653,makueni,KAITI,Ikalyoni MARKET
4774,12077,Ikanga Sub-District Hospital,Sub-District Hospital,Ministry of Health,14,0,0.0,Y,Y,Operational,Y,N,Y,N,Y,14.9,1136187,kitui,KITUI SOUTH,Ikanga
4775,13615,Ikerege Clinic,Medical Clinic,Private Enterprise (Institution),2,0,0.0,N,N,Operational,N,N,Y,N,Y,11.3,1116436,migori,KURIA,Ikerege
4777,13616,Ikobe Health Centre(Manga),Health Centre,Ministry of Health,1,0,0.0,N,N,Operational,N,N,Y,Y,Y,14.1,605576,nyamira,KITUTU MASABA,Manga
4778,12078,Ikombe Dispensary,Dispensary,Ministry of Health,3,0,5.0,N,N,Operational,N,N,Y,Y,Y,18.2,1421932,machakos,YATTA,Ikombe
4779,20399,Florensis Kenya LTD Medical Clinic(Naivasha),Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,NAIVASHA,Naivasha
4780,18659,Florex Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,1,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,NAKURU TOWN,Near Pipeline
4781,14500,Flourspar Health Centre,Health Centre,Private Enterprise (Institution),13,1,0,N,N,Operational,N,Y,N,N,N,9.9,454480,elgeyomarakwet,KEIYO SOUTH,Iten
4782,19807,Fly Over Health Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,11.6,638289,nyandarua,KINANGOP,Fly over
4783,19806,Fly Over Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,11.6,638289,nyandarua,KINANGOP,Fly over market
4784,10184,Focus Medical Clinic and Counselling Centre,Medical Clinic,Private Practice - Nurse / Midwife,7,7,19.0,Y,Y,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,JUJA,Githurai 45
4785,19539,Focus Outreach Medical Mission,Medical Clinic,Private Practice - Clinical Officer,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,WESTLANDS,0
4786,20035,Fofcom VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,KIAMBAA,Kiambu
4788,14501,Forttenan Sub District Hospital,Sub-District Hospital,Ministry of Health,18,0,5.0,Y,Y,Operational,Y,Y,Y,Y,Y,16.2,901777,kericho,KIPKELION,Forttenan
4789,19173,Fountain Healthcare,Medical Clinic,Private Practice - Medical Specialist,0,0,55.0,N,Y,Operational,N,N,N,N,N,28.2,1163186,uasingishu,ELDORET EAST,Eldoret
4790,14502,Fountain Medical Centre,Medical Clinic,Christian Health Association of Kenya,0,0,6.0,N,N,Operational,N,N,N,N,Y,6.1,1157873,narok,NAROK NORTH,Narok
4791,17787,Fountain Medical Clinic,Dispensary,Christian Health Association of Kenya,0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,NAKURU TOWN,Kiondo village
4792,18780,Fountain of Hope Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,3,3,5.0,Y,Y,Operational,N,N,N,N,N,18.2,1421932,machakos,KATHIANI,Top Perfomance Academy
4793,14503,Fr andrian Heath Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,3,1,0.0,N,N,Operational,N,N,N,N,Y,24.6,1117840,kajiado,KAJIADO CENTRAL,Sultan Hamud
4794,10185,Fr Baldo Cath Disp,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,0.0,N,N,Operational,N,N,N,N,Y,11.6,638289,nyandarua,OL KALOU,Olkalau
4795,13555,Framo Medical Clinic,Medical Clinic,Private Enterprise (Institution),2,0,0.0,N,N,Operational,N,N,Y,Y,Y,14.1,605576,nyamira,KITUTU MASABA,Keroka
4796,10187,Franjane Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,4.0,N,N,Operational,N,N,Y,N,Y,17.068633206144384,1056640,murang'a,KIHARU,Kahuro
4797,17721,Frankstar Medical Clinic (Manga),Medical Clinic,Private Enterprise (Institution),2,2,0.0,N,N,Operational,N,N,N,N,N,14.1,605576,nyamira,KITUTU MASABA,Kemera
4798,10188,Frayjoy Clinic (Dr Tumbo),Medical Clinic,Private Practice - General Practitioner,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,MWEA,Kutus
4799,11376,Freedom Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,36.0,N,N,Operational,N,N,N,N,N,19.2,1208333,mombasa,LIKONI,Mombasa
4800,18612,Fremo Medical Centre,Health Centre,Private Practice - Clinical Officer,10,0,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,DAGORETTI SOUTH,Kawangware
4801,12944,Frepals Community Nursing Home,Maternity Home,Non-Governmental Organizations,21,0,258.0,Y,Y,Operational,N,Y,Y,N,Y,26.3,4397073,nairobi,LANG'ATA,Mashimoni
4802,18645,Friends Chemist,Not in List,Private Practice - Unspecified,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,0
4803,19835,Front Line Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,Y,Operational,N,N,N,N,N,22.3,610411,kirinyaga,MWEA,0
4804,12021,Frontier Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,Y,N,N,18.6,1545714,meru,IGEMBE,A/Ruujine
4805,19219,Frontier Health Services,Medical Clinic,Private Practice - Nurse / Midwife,0,0,6.0,N,Y,Operational,N,N,N,N,N,10.0,841353,garissa,DUJIS,0
4806,19898,Frontier Health Services Malaba,VCT Centre (Stand-Alone),Non-Governmental Organizations,0,0,0.0,N,Y,Operational,N,N,N,N,N,11.9,893681,busia,AMAGORO,Malaba
4807,19886,Frontier Health Services- Malaba,Medical Clinic,Non-Governmental Organizations,0,0,0.0,Y,Y,Operational,N,N,N,N,N,11.9,893681,busia,AMAGORO,Malaba
4808,17901,Frontier Medical Clinic (Moyale),Medical Clinic,Private Practice - General Practitioner,0,0,0.0,N,Y,Operational,N,N,N,N,N,13.5,459785,marsabit,SAKU,0
4809,19058,Frontier Medicare,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,6.1,781263,wajir,WAJIR SOUTH,Habaswein trading centre
4810,11378,Frontline Clinic,Medical Clinic,Private Enterprise (Institution),0,0,36.0,N,N,Operational,N,N,Y,N,N,19.2,1208333,mombasa,CHANGAMWE,Mombasa
4811,11379,Fundi Issa Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,10.0,1453787,kilifi,MAGARINI,Gongoni Market
4812,16659,Furqan Dispensary,Dispensary,Ministry of Health,0,0,6.0,Y,Y,Operational,N,N,N,N,N,10.0,841353,garissa,IJARA,Masalani town
4813,12945,Future Age Medical Services,Medical Clinic,Private Enterprise (Institution),0,0,258.0,N,Y,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,LANG'ATA,Karen Shopping Center
4814,17522,Future Life Dispensary,Dispensary,Other Faith Based,0,0,0.0,N,N,Operational,N,N,N,N,N,13.7,993183,siaya,ALEGO,Ndodi Market
4815,17877,G K Prisons (Thika),Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Thika Town
4816,17716,G S U Kinisa Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NTONYIRI,Mutuati market
4817,16852,Gaatia Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,SOUTH IMENTI,Nkubu Town
4818,18630,Gababa Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,N,N,N,10.0,841353,garissa,IJARA,Gababa town
4819,12022,Gacabari Dispensary,Dispensary,Ministry of Health,0,0,5.0,N,N,Operational,N,N,Y,Y,Y,21.2,608599,embu,GACHOKA,Gacabari
4820,10190,Gacharage Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,N,Y,17.068633206144384,1056640,murang'a,KANDARA,Gacharage
4821,10191,Gacharageini Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,Y,Y,17.068633206144384,1056640,murang'a,MATHIOYA,Gacharageini
4823,10194,Gachege Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,Y,N,Y,Y,Y,22.8,2417735,kiambu,GATUNDU NORTH,Gatundutown
4824,10195,Gachika Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,GATUNDU SOUTH,Gatundutown
4825,10196,Gachika Orthodox Medical Clinic,Dispensary,Other Faith Based,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,NYERI TOWN,Gachika
4826,18608,Gachororo Health Centre,Health Centre,Ministry of Health,5,3,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Gachororo
4827,18339,Gachua Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Gachua Market
4828,12023,Gachuriri Dispensary,Dispensary,Ministry of Health,0,0,5.0,N,N,Operational,N,N,Y,Y,Y,21.2,608599,embu,GACHOKA,Gachuriri
4829,12024,Gaciongo Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,33.8,393177,tharakanithi,THARAKA,Gatunga
4830,10197,Gaciongo Dispensary (Kirinyaga),Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,N,Y,22.3,610411,kirinyaga,GICHUGU,Muthiigini
4831,10198,Gadi Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,14.0,N,N,Operational,N,N,Y,N,N,31.0,759164,nyeri,MATHIRA,Karatina
4832,12025,Gafarsa Health Centre,Health Centre,Ministry of Health,2,0,0.0,N,Y,Operational,N,N,Y,Y,Y,22.0,268002,isiolo,ISIOLO SOUTH,Garfarsa
4833,21181,Gagaba Dispensary,Dispensary,Ministry of Health,0,0,0.0,Y,Y,Operational,N,N,N,N,N,5.2,867457,mandera,MANDERA WEST,Gagaba
4834,11380,Gahaleni Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,10.0,1453787,kilifi,MALINDI,Malindi
4835,10199,Gaichanjiru Hospital,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,147,0,4.0,N,N,Operational,N,Y,N,Y,Y,17.068633206144384,1056640,murang'a,KANDARA,Gaichanjiru
4837,12946,Gaimu Clinic,Medical Clinic,Private Enterprise (Institution),0,0,258.0,N,N,Operational,N,N,Y,N,Y,26.3,4397073,nairobi,STAREHE,Nairobi
4838,13556,Gairoro Dispensary,Dispensary,Ministry of Health,2,0,0.0,N,N,Operational,N,N,Y,N,N,11.3,1116436,migori,KURIA,Ntimaru
4839,12026,Gaitu Dispensary,Dispensary,Christian Health Association of Kenya,0,0,6.0,N,N,Operational,N,N,Y,N,Y,18.6,1545714,meru,CENTRAL IMENTI,Gaitu Market
4840,10200,Gakawa Dispensary,Health Centre,Ministry of Health,1,0,14.0,N,N,Operational,N,N,Y,Y,Y,31.0,759164,nyeri,KIENI,Gakawa
4841,20355,Gaketha Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,33.8,393177,tharakanithi,MAARA,Mitheru
4842,10201,Gakira Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,4.0,N,N,Operational,N,N,Y,N,Y,17.068633206144384,1056640,murang'a,KANGEMA,Kangema
4843,10202,Gakoe Health Centre,Health Centre,Ministry of Health,3,1,19.0,N,Y,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,GATUNDU NORTH,Gatundutown
4844,12027,Gakoromone Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,Y,Y,N,18.6,1545714,meru,NORTH IMENTI,Meru
4845,18703,Gakoromone Health Care Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
4846,16570,Gakoromone Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
4847,16738,Gakurungu Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,33.8,393177,tharakanithi,THARAKA,Tunyai
4848,10203,Gakurwe Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,Y,Y,17.068633206144384,1056640,murang'a,KIHARU,Muranga
4850,11381,Galana Hospital,Medical Clinic,Private Practice - Clinical Officer,16,1,0.0,Y,Y,Operational,N,N,Y,N,N,10.0,1453787,kilifi,MALINDI,Malindi
4851,16244,Galilee Medical Clinic,Medical Clinic,Private Practice - General Practitioner,0,0,5.0,N,Y,Operational,N,N,N,N,N,21.2,608599,embu,MANYATTA,Embu
4852,16199,Galili Dispensary,Dispensary,Ministry of Health,1,0,0.0,N,N,Operational,N,N,N,N,N,7.2,315943,tanariver,GARSEN,Garsen
4853,13342,Galmagalla Health Centre,Health Centre,Ministry of Health,0,0,6.0,N,Y,Operational,N,N,Y,N,Y,10.0,841353,garissa,FAFI,Galmagalla
4854,18332,Galmagalla Nomadic Clinic,Dispensary,Ministry of Health,1,0,6.0,N,N,Operational,N,N,N,N,N,10.0,841353,garissa,FAFI,0
4855,14711,Kapkenyeloi Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,8.8,885711,nandi,MOSOP,Kapsabet
4858,14714,Kapkesosio Dispensary,Dispensary,Ministry of Health,4,0,0.0,N,N,Operational,N,N,N,N,N,8.9,875689,bomet,CHEPALUNGU,Bomet
4859,17284,Kapkessum Dispensary,Dispensary,Ministry of Health,0,0,0,N,N,Operational,N,N,N,N,N,9.9,454480,elgeyomarakwet,KEIYO NORTH,iten
4860,19884,Kapket Dispensary,Dispensary,Community Development Fund,0,0,19.0,N,N,Operational,N,N,N,N,N,19.3,2162202,nakuru,KURESOI,Kiptagich
4861,14715,Kapkiam Dispensary,Dispensary,Ministry of Health,3,0,5.0,N,N,Operational,N,N,Y,N,Y,16.2,901777,kericho,AINAMOI,Kericho
4862,14716,Kapkiamo Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,N,10.6,666763,baringo,BARINGO NORTH,Kabartonjo
4863,17642,Kapkibimbir Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.8,885711,nandi,EMGWEN,Kapsabet
4864,14717,Kapkimolwa Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.9,875689,bomet,BOMET,Mulot Market
4865,20635,Kapkirwa Dispensary,Dispensary,Ministry of Health,0,0,0.0,Y,N,Operational,N,N,N,N,N,8.8,885711,nandi,TINDERET,Maraba Market
4866,14719,Kapkitony Dispensary,Dispensary,Other Faith Based,0,0,0,N,N,Operational,N,N,N,N,N,9.9,454480,elgeyomarakwet,KEIYO SOUTH,Eldoret
4867,17417,Kapkoi Disp,Dispensary,Ministry of Health,0,0,55.0,N,N,Operational,N,N,N,N,N,28.2,1163186,uasingishu,ELDORET SOUTH,Eldoret
4868,14721,Kapkoi Health Centre,Health Centre,Other Faith Based,22,2,0,N,N,Operational,N,Y,N,N,Y,9.9,454480,elgeyomarakwet,KEIYO NORTH,Iten
4869,14720,Kapkoi Health Centre (Kwanza),Health Centre,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,7.5,990341,transnzoia,KWANZA,Kitale
4870,14722,Kapkoi Mission Dispensary,Dispensary,Other Faith Based,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,7.5,990341,transnzoia,SABOTI,Kitale
4871,14723,Kapkole Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,Y,N,10.6,666763,baringo,BARINGO CENTRAL,Kabarnet
4872,14724,Kapkolei Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,Y,Y,Y,Y,8.8,885711,nandi,ALDAI,Kobujoi market
4873,20467,Kapkombe Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,10.6,666763,baringo,BARINGO NORTH,0
4874,17019,Kapkomoi Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,10.6,666763,baringo,BARINGO CENTRAL,Kabarnet
4875,14725,Kapkondo Dispensary,Dispensary,Community,0,0,5.0,N,N,Operational,N,N,N,N,N,16.2,901777,kericho,KIPKELION,Londiani
4876,21084,Kapkonga dispensary,Dispensary,Ministry of Health,0,0,0,N,N,Operational,N,N,N,N,N,9.9,454480,elgeyomarakwet,KEIYO SOUTH,0
4877,17152,Kapkoris Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,9.3,621241,westpokot,KAPENGURIA,Kamatira
4878,14726,Kapkormom Dispensary,Dispensary,Community,0,0,5.0,N,N,Operational,N,N,N,N,N,16.2,901777,kericho,AINAMOI,Koru
4879,14727,Kapkoros Dispensary,Dispensary,Private Enterprise (Institution),0,0,5.0,N,N,Operational,N,N,Y,N,Y,16.2,901777,kericho,BELGUT,Kericho
4880,17772,Kapkoros Dispensary (Tinderet),Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.8,885711,nandi,TINDERET,Nandi Hills
4881,14728,Kapkoros Health Centre,Health Centre,Ministry of Health,12,0,0.0,Y,Y,Operational,N,N,N,N,N,8.9,875689,bomet,BOMET,Kapkoros Market
4884,17289,Garseyqoftu Dispensary,Dispensary,Ministry of Health,0,0,0.0,Y,Y,Operational,N,N,N,N,N,6.1,781263,wajir,WAJIR WEST,Arbajhan
4886,12030,Gatab Health Centre,Health Centre,Christian Health Association of Kenya,10,4,0.0,Y,Y,Operational,Y,Y,Y,Y,Y,13.5,459785,marsabit,LAISAMIS,mt kulal centre
4888,10206,Gatamu Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,OTHAYA,Othaya Town
4889,10207,Gatanga Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,4.0,N,N,Operational,N,N,Y,Y,Y,17.068633206144384,1056640,murang'a,GATANGA,Thika
4890,10208,Gatangara Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,Y,Y,17.068633206144384,1056640,murang'a,KANGEMA,GATANGARA
4891,16230,Gatankene Dispensary,Dispensary,Ministry of Health,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,SOUTH IMENTI,Kanyakine Mkt
4892,10209,Gatara Health Centre,Health Centre,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,KIHARU,Gatara Shopping Centre
4893,16463,Gategi Health Centre,Health Centre,Ministry of Health,13,5,5.0,N,N,Operational,N,Y,Y,Y,Y,21.2,608599,embu,GACHOKA,Gategi Market
4894,10210,Gatei Dispensary,Dispensary,Ministry of Health,0,0,14.0,N,N,Operational,N,N,Y,Y,Y,31.0,759164,nyeri,MATHIRA,Giakaibei
4895,10211,Gateways Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,4.0,N,N,Operational,Y,Y,N,Y,Y,17.068633206144384,1056640,murang'a,KANGEMA,Kangema
4896,10212,Gathaithi Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,Y,Y,17.068633206144384,1056640,murang'a,KIHARU,Kahatia Market
4898,10213,Gathambi Health Centre,Health Centre,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,N,Y,22.3,610411,kirinyaga,NDIA,Gathambi
4899,10214,Gathanga Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,Y,Y,Y,Y,Y,22.8,2417735,kiambu,KIAMBAA,Kiambu
4900,19965,Gathangari Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,GITHUNGURI,Kambaa
4901,20023,Gathanji Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,N,Operational,N,N,N,N,N,16.5,518580,laikipia,LAIKIPIA EAST,Gatheri
4902,17058,Gathanji Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,GATANGA,Thika
4903,10215,Gathara Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,11.6,638289,nyandarua,KINANGOP,Engineer
4904,10216,Gatheru Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,KIHARU,Gatheru Market
4905,10217,Gathigiriri Health Centre,Health Centre,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,N,Y,22.3,610411,kirinyaga,MWEA,Ngurubani
4906,10219,Gathiruini (PCEA) Dispensary,Dispensary,Christian Health Association of Kenya,0,0,19.0,N,N,Operational,N,N,Y,N,N,22.8,2417735,kiambu,GITHUNGURI,Githunguri
4907,21069,Gathuthuma Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,KERUGOYA/KUTUS,Gathuthuma Market
4908,17305,Gatiaini Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,KIGUMO,Makomboki
4909,12031,Gatimbi Health Centre,Health Centre,Ministry of Health,12,2,6.0,Y,Y,Operational,N,N,Y,Y,Y,18.6,1545714,meru,CENTRAL IMENTI,Gatimbi Market
4910,16838,Gatimbi Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,CENTRAL IMENTI,Gatimbi Market
4912,18781,Gatimu Health Centre,Health Centre,Ministry of Health,4,0,0.0,N,N,Operational,N,N,N,N,N,11.6,638289,nyandarua,OL KALOU,Nyakariang'a
4913,10220,Gatina Dispensary,Dispensary,Ministry of Health,0,0,14.0,N,N,Operational,N,N,Y,Y,N,31.0,759164,nyeri,MATHIRA,Karatina
4914,16803,Gatina United Clinic,Medical Clinic,Non-Governmental Organizations,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,DAGORETTI NORTH,Kawangware 46
4915,18453,Gatiruri Dispensary,Dispensary,Ministry of Health,4,0,5.0,N,N,Operational,N,N,N,N,N,21.2,608599,embu,SIAKAGO,New Gatiruri Market
4916,10221,Gatithi Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,N,Y,22.3,610411,kirinyaga,NDIA,Kibingoti
4917,10222,Gatitu Dispensary,Dispensary,Ministry of Health,0,0,14.0,N,N,Operational,N,N,Y,Y,Y,31.0,759164,nyeri,NYERI TOWN,Gatitu
